month,channel,ad_spend,gross_revenue,orders,new_customers,media_spend,clicks,new_orders,existing_orders,new_customers_monthly,existing_customers_monthly,returned_value,technology_spend
2021-01-01,paid social,0.0,0.0,0.0,0.0,50000.0,28000.0,960.0,440.0,950.0,380.0,22000.0,13500.0
2021-01-01,organic social,0.0,0.0,0.0,0.0,2200.0,5500.0,365.0,535.0,360.0,1440.0,22000.0,13500.0
2021-01-01,paid search,0.0,0.0,0.0,0.0,76000.0,30400.0,1720.0,1080.0,1700.0,680.0,22000.0,13500.0
2021-01-01,email,0.0,0.0,0.0,0.0,4400.0,22000.0,900.0,1200.0,890.0,3560.0,22000.0,13500.0
2021-01-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,700.0,600.0,690.0,1035.0,22000.0,13500.0
2021-01-01,affiliates,0.0,0.0,0.0,0.0,11200.0,2800.0,270.0,190.0,267.0,89.0,22000.0,13500.0
2021-02-01,paid social,0.0,0.0,0.0,0.0,51000.0,28600.0,975.0,455.0,965.0,386.0,22500.0,13750.0
2021-02-01,organic social,0.0,0.0,0.0,0.0,2250.0,5600.0,375.0,545.0,369.0,1476.0,22500.0,13750.0
2021-02-01,paid search,0.0,0.0,0.0,0.0,77600.0,31040.0,1750.0,1110.0,1736.0,694.0,22500.0,13750.0
2021-02-01,email,0.0,0.0,0.0,0.0,4500.0,22500.0,915.0,1235.0,905.0,3620.0,22500.0,13750.0
2021-02-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,715.0,615.0,705.0,1057.0,22500.0,13750.0
2021-02-01,affiliates,0.0,0.0,0.0,0.0,11400.0,2850.0,280.0,190.0,273.0,91.0,22500.0,13750.0
2021-03-01,paid social,0.0,0.0,0.0,0.0,52000.0,29200.0,990.0,470.0,980.0,392.0,23000.0,14000.0
2021-03-01,organic social,0.0,0.0,0.0,0.0,2300.0,5700.0,385.0,555.0,378.0,1512.0,23000.0,14000.0
2021-03-01,paid search,0.0,0.0,0.0,0.0,79200.0,31680.0,1790.0,1130.0,1772.0,709.0,23000.0,14000.0
2021-03-01,email,0.0,0.0,0.0,0.0,4600.0,23000.0,930.0,1270.0,920.0,3680.0,23000.0,14000.0
2021-03-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,730.0,630.0,720.0,1080.0,23000.0,14000.0
2021-03-01,affiliates,0.0,0.0,0.0,0.0,11600.0,2900.0,285.0,195.0,279.0,93.0,23000.0,14000.0
2021-04-01,paid social,0.0,0.0,0.0,0.0,53000.0,29800.0,1005.0,485.0,995.0,398.0,23500.0,14250.0
2021-04-01,organic social,0.0,0.0,0.0,0.0,2350.0,5800.0,395.0,565.0,387.0,1548.0,23500.0,14250.0
2021-04-01,paid search,0.0,0.0,0.0,0.0,80800.0,32320.0,1825.0,1155.0,1808.0,723.0,23500.0,14250.0
2021-04-01,email,0.0,0.0,0.0,0.0,4700.0,23500.0,945.0,1305.0,935.0,3740.0,23500.0,14250.0
2021-04-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,745.0,645.0,735.0,1102.0,23500.0,14250.0
2021-04-01,affiliates,0.0,0.0,0.0,0.0,11800.0,2950.0,290.0,200.0,285.0,95.0,23500.0,14250.0
2021-05-01,paid social,0.0,0.0,0.0,0.0,54000.0,30400.0,1020.0,500.0,1010.0,404.0,24000.0,14500.0
2021-05-01,organic social,0.0,0.0,0.0,0.0,2400.0,5900.0,405.0,575.0,396.0,1584.0,24000.0,14500.0
2021-05-01,paid search,0.0,0.0,0.0,0.0,82400.0,32960.0,1860.0,1180.0,1844.0,738.0,24000.0,14500.0
2021-05-01,email,0.0,0.0,0.0,0.0,4800.0,24000.0,960.0,1340.0,950.0,3800.0,24000.0,14500.0
2021-05-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,760.0,660.0,750.0,1125.0,24000.0,14500.0
2021-05-01,affiliates,0.0,0.0,0.0,0.0,12000.0,3000.0,295.0,205.0,291.0,97.0,24000.0,14500.0
2021-06-01,paid social,0.0,0.0,0.0,0.0,55000.0,31000.0,1035.0,515.0,1025.0,410.0,24500.0,14750.0
2021-06-01,organic social,0.0,0.0,0.0,0.0,2450.0,6000.0,415.0,585.0,405.0,1620.0,24500.0,14750.0
2021-06-01,paid search,0.0,0.0,0.0,0.0,84000.0,33600.0,1900.0,1200.0,1880.0,752.0,24500.0,14750.0
2021-06-01,email,0.0,0.0,0.0,0.0,4900.0,24500.0,975.0,1375.0,965.0,3860.0,24500.0,14750.0
2021-06-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,775.0,675.0,765.0,1147.0,24500.0,14750.0
2021-06-01,affiliates,0.0,0.0,0.0,0.0,12200.0,3050.0,300.0,210.0,297.0,99.0,24500.0,14750.0
2021-07-01,paid social,0.0,0.0,0.0,0.0,56000.0,31600.0,1050.0,530.0,1040.0,416.0,25000.0,15000.0
2021-07-01,organic social,0.0,0.0,0.0,0.0,2500.0,6100.0,425.0,595.0,414.0,1656.0,25000.0,15000.0
2021-07-01,paid search,0.0,0.0,0.0,0.0,85600.0,34240.0,1935.0,1225.0,1916.0,766.0,25000.0,15000.0
2021-07-01,email,0.0,0.0,0.0,0.0,5000.0,25000.0,990.0,1410.0,980.0,3920.0,25000.0,15000.0
2021-07-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,790.0,690.0,780.0,1170.0,25000.0,15000.0
2021-07-01,affiliates,0.0,0.0,0.0,0.0,12400.0,3100.0,305.0,215.0,303.0,101.0,25000.0,15000.0
2021-08-01,paid social,0.0,0.0,0.0,0.0,57000.0,32200.0,1065.0,545.0,1055.0,422.0,25500.0,15250.0
2021-08-01,organic social,0.0,0.0,0.0,0.0,2550.0,6200.0,435.0,605.0,423.0,1692.0,25500.0,15250.0
2021-08-01,paid search,0.0,0.0,0.0,0.0,87200.0,34880.0,1970.0,1250.0,1952.0,781.0,25500.0,15250.0
2021-08-01,email,0.0,0.0,0.0,0.0,5100.0,25500.0,1005.0,1445.0,995.0,3980.0,25500.0,15250.0
2021-08-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,805.0,705.0,795.0,1192.0,25500.0,15250.0
2021-08-01,affiliates,0.0,0.0,0.0,0.0,12600.0,3150.0,310.0,220.0,309.0,103.0,25500.0,15250.0
2021-09-01,paid social,0.0,0.0,0.0,0.0,58000.0,32800.0,1080.0,560.0,1070.0,428.0,26000.0,15500.0
2021-09-01,organic social,0.0,0.0,0.0,0.0,2600.0,6300.0,445.0,615.0,432.0,1728.0,26000.0,15500.0
2021-09-01,paid search,0.0,0.0,0.0,0.0,88800.0,35520.0,2005.0,1275.0,1988.0,795.0,26000.0,15500.0
2021-09-01,email,0.0,0.0,0.0,0.0,5200.0,26000.0,1020.0,1480.0,1010.0,4040.0,26000.0,15500.0
2021-09-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,820.0,720.0,810.0,1215.0,26000.0,15500.0
2021-09-01,affiliates,0.0,0.0,0.0,0.0,12800.0,3200.0,315.0,225.0,315.0,105.0,26000.0,15500.0
2021-10-01,paid social,0.0,0.0,0.0,0.0,59000.0,33400.0,1095.0,575.0,1085.0,434.0,26500.0,15750.0
2021-10-01,organic social,0.0,0.0,0.0,0.0,2650.0,6400.0,455.0,625.0,441.0,1764.0,26500.0,15750.0
2021-10-01,paid search,0.0,0.0,0.0,0.0,90400.0,36160.0,2040.0,1300.0,2024.0,810.0,26500.0,15750.0
2021-10-01,email,0.0,0.0,0.0,0.0,5300.0,26500.0,1035.0,1515.0,1025.0,4100.0,26500.0,15750.0
2021-10-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,835.0,735.0,825.0,1237.0,26500.0,15750.0
2021-10-01,affiliates,0.0,0.0,0.0,0.0,13000.0,3250.0,320.0,230.0,321.0,107.0,26500.0,15750.0
2021-11-01,paid social,0.0,0.0,0.0,0.0,60000.0,34000.0,1100.0,600.0,1086.0,434.0,27000.0,16000.0
2021-11-01,organic social,0.0,0.0,0.0,0.0,2650.0,6500.0,465.0,635.0,450.0,1800.0,27000.0,16000.0
2021-11-01,paid search,0.0,0.0,0.0,0.0,91600.0,36640.0,2080.0,1320.0,2060.0,824.0,27000.0,16000.0
2021-11-01,email,0.0,0.0,0.0,0.0,5400.0,27000.0,1050.0,1550.0,1040.0,4160.0,27000.0,16000.0
2021-11-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,850.0,750.0,840.0,1260.0,27000.0,16000.0
2021-11-01,affiliates,0.0,0.0,0.0,0.0,13200.0,3300.0,325.0,235.0,327.0,109.0,27000.0,16000.0
2021-12-01,paid social,0.0,0.0,0.0,0.0,61000.0,34400.0,1110.0,660.0,1100.0,440.0,28000.0,16500.0
2021-12-01,organic social,0.0,0.0,0.0,0.0,2800.0,7000.0,440.0,760.0,440.0,1760.0,28000.0,16500.0
2021-12-01,paid search,0.0,0.0,0.0,0.0,95600.0,38240.0,2125.0,1415.0,2108.0,843.0,28000.0,16500.0
2021-12-01,email,0.0,0.0,0.0,0.0,5600.0,28000.0,1080.0,1620.0,1070.0,4280.0,28000.0,16500.0
2021-12-01,direct,0.0,0.0,0.0,0.0,0.0,0.0,865.0,785.0,855.0,1282.0,28000.0,16500.0
2021-12-01,affiliates,0.0,0.0,0.0,0.0,13600.0,3400.0,335.0,245.0,333.0,111.0,28000.0,16500.0
2022-12-01,organic social,0.0,0.0,13500.0,0.0,0.0,2850.0,7000.0,450.0,750.0,450.0,1800.0,29000.0,17000.0
2022-12-01,paid search,0.0,0.0,33500.0,0.0,0.0,91000.0,39600.0,2150.0,1500.0,2130.0,852.0,29000.0,17000.0
2022-12-01,email,0.0,0.0,26500.0,0.0,0.0,5150.0,29000.0,1095.0,1705.0,1085.0,4340.0,29000.0,17000.0
2022-12-01,direct,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,895.0,805.0,885.0,1327.0,29000.0,17000.0
2022-12-01,affiliates,0.0,0.0,2750.0,0.0,0.0,1675.0,3500.0,345.0,260.0,348.0,116.0,29000.0,17000.0
2023-01-01,paid social,0.0,0.0,23000.0,0.0,0.0,55000.0,30000.0,1040.0,560.0,1028.0,412.0,24000.0,14500.0
2023-01-01,organic social,0.0,0.0,9000.0,0.0,0.0,2400.0,6000.0,385.0,615.0,380.0,1520.0,24000.0,14500.0
2023-01-01,paid search,0.0,0.0,30000.0,0.0,0.0,84000.0,33600.0,1920.0,1280.0,1900.0,760.0,24000.0,14500.0
2023-01-01,email,0.0,0.0,22000.0,0.0,0.0,4800.0,24000.0,960.0,1340.0,950.0,3800.0,24000.0,14500.0
2023-01-01,direct,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,760.0,640.0,750.0,1125.0,24000.0,14500.0
2023-01-01,affiliates,0.0,0.0,2700.0,0.0,0.0,1450.0,3000.0,290.0,210.0,285.0,95.0,24000.0,14500.0
2023-02-01,paid social,0.0,0.0,24000.0,0.0,0.0,58000.0,31000.0,1070.0,580.0,1057.0,423.0,25000.0,15000.0
2023-02-01,organic social,0.0,0.0,9500.0,0.0,0.0,2500.0,6250.0,395.0,655.0,390.0,1560.0,25000.0,15000.0
2023-02-01,paid search,0.0,0.0,31000.0,0.0,0.0,87000.0,34800.0,1970.0,1330.0,1950.0,780.0,25000.0,15000.0
2023-03-01,paid social,0.0,0.0,25000.0,0.0,0.0,60000.0,32000.0,1100.0,600.0,1086.0,434.0,26000.0,15500.0
2023-03-01,organic social,0.0,0.0,10000.0,0.0,0.0,2600.0,6500.0,405.0,695.0,400.0,1600.0,26000.0,15500.0
2023-03-01,paid search,0.0,0.0,32000.0,0.0,0.0,90000.0,36000.0,2020.0,1380.0,2000.0,800.0,26000.0,15500.0
2023-03-01,email,0.0,0.0,23000.0,0.0,0.0,5200.0,26000.0,1000.0,1500.0,990.0,3960.0,26000.0,15500.0
2023-03-01,direct,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,800.0,700.0,790.0,1185.0,26000.0,15500.0
2023-03-01,affiliates,0.0,0.0,2900.0,0.0,0.0,12800.0,3200.0,310.0,230.0,303.0,101.0,26000.0,15500.0
2023-04-01,paid social,0.0,0.0,26000.0,0.0,0.0,62000.0,33000.0,1130.0,620.0,1114.0,446.0,27000.0,16000.0
2023-04-01,organic social,0.0,0.0,10500.0,0.0,0.0,2700.0,6750.0,415.0,735.0,410.0,1640.0,27000.0,16000.0
2023-04-01,paid search,0.0,0.0,33000.0,0.0,0.0,93000.0,37200.0,2070.0,1430.0,2050.0,820.0,27000.0,16000.0
2023-04-01,email,0.0,0.0,23500.0,0.0,0.0,5400.0,27000.0,1020.0,1580.0,1010.0,4040.0,27000.0,16000.0
2023-04-01,direct,0.0,0.0,14500.0,0.0,0.0,0.0,0.0,820.0,730.0,810.0,1215.0,27000.0,16000.0
2023-04-01,affiliates,0.0,0.0,3000.0,0.0,0.0,13200.0,3300.0,320.0,240.0,312.0,104.0,27000.0,16000.0
2023-05-01,paid social,0.0,0.0,27000.0,0.0,0.0,64000.0,34000.0,1160.0,640.0,1143.0,457.0,28000.0,16500.0
2023-05-01,organic social,0.0,0.0,11000.0,0.0,0.0,2800.0,7000.0,425.0,775.0,420.0,1680.0,28000.0,16500.0
2023-05-01,paid search,0.0,0.0,34000.0,0.0,0.0,96000.0,38400.0,2120.0,1480.0,2100.0,840.0,28000.0,16500.0
2023-05-01,email,0.0,0.0,24000.0,0.0,0.0,5600.0,28000.0,1040.0,1660.0,1030.0,4120.0,28000.0,16500.0
2023-05-01,direct,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,840.0,760.0,830.0,1245.0,28000.0,16500.0
2023-05-01,affiliates,0.0,0.0,3100.0,0.0,0.0,13600.0,3400.0,330.0,250.0,321.0,107.0,28000.0,16500.0
2023-06-01,paid social,0.0,0.0,28000.0,0.0,0.0,66000.0,35000.0,1190.0,660.0,1171.0,469.0,29000.0,17000.0
2023-06-01,organic social,0.0,0.0,11500.0,0.0,0.0,2900.0,7250.0,435.0,815.0,430.0,1720.0,29000.0,17000.0
2023-06-01,paid search,0.0,0.0,35000.0,0.0,0.0,99000.0,39600.0,2170.0,1530.0,2150.0,860.0,29000.0,17000.0
2023-06-01,email,0.0,0.0,24500.0,0.0,0.0,5800.0,29000.0,1060.0,1740.0,1050.0,4200.0,29000.0,17000.0
2023-06-01,direct,0.0,0.0,15500.0,0.0,0.0,0.0,0.0,860.0,790.0,850.0,1275.0,29000.0,17000.0
2023-06-01,affiliates,0.0,0.0,3200.0,0.0,0.0,14000.0,3500.0,340.0,260.0,330.0,110.0,29000.0,17000.0
2023-07-01,paid social,0.0,0.0,29000.0,0.0,0.0,68000.0,36000.0,1220.0,680.0,1200.0,480.0,30000.0,17500.0
2023-07-01,organic social,0.0,0.0,12000.0,0.0,0.0,3000.0,7500.0,445.0,855.0,440.0,1760.0,30000.0,17500.0
2023-07-01,paid search,0.0,0.0,36000.0,0.0,0.0,102000.0,40800.0,2220.0,1580.0,2200.0,880.0,30000.0,17500.0
2023-07-01,email,0.0,0.0,25000.0,0.0,0.0,6000.0,30000.0,1080.0,1820.0,1070.0,4280.0,30000.0,17500.0
2023-07-01,direct,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,880.0,820.0,870.0,1305.0,30000.0,17500.0
2023-07-01,affiliates,0.0,0.0,3300.0,0.0,0.0,14400.0,3600.0,350.0,270.0,339.0,113.0,30000.0,17500.0
2023-08-01,paid social,0.0,0.0,30000.0,0.0,0.0,70000.0,37000.0,1250.0,700.0,1230.0,490.0,31000.0,18000.0
2023-08-01,organic social,0.0,0.0,12500.0,0.0,0.0,3100.0,7750.0,455.0,895.0,450.0,1800.0,31000.0,18000.0
2023-08-01,paid search,0.0,0.0,37000.0,0.0,0.0,105000.0,42000.0,2270.0,1630.0,2250.0,900.0,31000.0,18000.0
2023-08-01,email,0.0,0.0,25500.0,0.0,0.0,6200.0,31000.0,1100.0,1900.0,1090.0,4360.0,31000.0,18000.0
2023-08-01,direct,0.0,0.0,16500.0,0.0,0.0,0.0,0.0,900.0,850.0,890.0,1335.0,31000.0,18000.0
2023-08-01,affiliates,0.0,0.0,3400.0,0.0,0.0,14800.0,3700.0,360.0,280.0,348.0,116.0,31000.0,18000.0
2023-09-01,paid social,0.0,0.0,31000.0,0.0,0.0,72000.0,38000.0,1280.0,720.0,1260.0,500.0,32000.0,18500.0
2023-09-01,organic social,0.0,0.0,13000.0,0.0,0.0,3200.0,8000.0,465.0,935.0,460.0,1840.0,32000.0,18500.0
2023-09-01,paid search,0.0,0.0,38000.0,0.0,0.0,108000.0,43200.0,2320.0,1680.0,2300.0,920.0,32000.0,18500.0
2023-09-01,email,0.0,0.0,26000.0,0.0,0.0,6400.0,32000.0,1120.0,1980.0,1110.0,4440.0,32000.0,18500.0
2023-09-01,direct,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,920.0,880.0,910.0,1365.0,32000.0,18500.0
2023-09-01,affiliates,0.0,0.0,3500.0,0.0,0.0,15200.0,3800.0,370.0,290.0,357.0,119.0,32000.0,18500.0
2023-10-01,paid social,0.0,0.0,32000.0,0.0,0.0,74000.0,39000.0,1310.0,740.0,1290.0,510.0,33000.0,19000.0
2023-10-01,organic social,0.0,0.0,13500.0,0.0,0.0,3300.0,8250.0,475.0,975.0,470.0,1880.0,33000.0,19000.0
2023-10-01,paid search,0.0,0.0,39000.0,0.0,0.0,111000.0,44400.0,2370.0,1730.0,2350.0,940.0,33000.0,19000.0
2023-10-01,email,0.0,0.0,26500.0,0.0,0.0,6600.0,33000.0,1140.0,2060.0,1130.0,4520.0,33000.0,19000.0
2023-10-01,direct,0.0,0.0,17500.0,0.0,0.0,0.0,0.0,940.0,910.0,930.0,1395.0,33000.0,19000.0
2023-10-01,affiliates,0.0,0.0,3600.0,0.0,0.0,15600.0,3900.0,380.0,300.0,366.0,122.0,33000.0,19000.0
2023-11-01,paid social,0.0,0.0,33000.0,0.0,0.0,76000.0,40000.0,1340.0,760.0,1320.0,520.0,34000.0,19500.0
2023-11-01,organic social,0.0,0.0,14000.0,0.0,0.0,3400.0,8500.0,485.0,1015.0,480.0,1920.0,34000.0,19500.0
2023-11-01,paid search,0.0,0.0,40000.0,0.0,0.0,114000.0,45600.0,2420.0,1780.0,2400.0,960.0,34000.0,19500.0
2023-11-01,email,0.0,0.0,27000.0,0.0,0.0,6800.0,34000.0,1160.0,2140.0,1150.0,4600.0,34000.0,19500.0
2023-11-01,direct,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,960.0,940.0,950.0,1425.0,34000.0,19500.0
2023-11-01,affiliates,0.0,0.0,3700.0,0.0,0.0,16000.0,4000.0,390.0,310.0,375.0,125.0,34000.0,19500.0
2023-12-01,paid social,0.0,0.0,34000.0,0.0,0.0,78000.0,41000.0,1370.0,780.0,1350.0,530.0,35000.0,20000.0
2023-12-01,organic social,0.0,0.0,14500.0,0.0,0.0,3500.0,8750.0,495.0,1055.0,490.0,1960.0,35000.0,20000.0
2023-12-01,paid search,0.0,0.0,41000.0,0.0,0.0,118000.0,47200.0,2470.0,1830.0,2450.0,980.0,35000.0,20000.0
2023-12-01,email,0.0,0.0,27500.0,0.0,0.0,7000.0,35000.0,1180.0,2220.0,1170.0,4680.0,35000.0,20000.0
2023-12-01,direct,0.0,0.0,18500.0,0.0,0.0,0.0,0.0,980.0,970.0,970.0,1455.0,35000.0,20000.0
2023-12-01,affiliates,0.0,0.0,3800.0,0.0,0.0,17000.0,4250.0,400.0,320.0,384.0,128.0,35000.0,20000.0
2024-01-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,55172.0,1039302.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-01-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-01-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,33131.0,537206.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-01-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-01-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-01-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,18819.0,320864.0,1100.0,800.0,1066.0,534.0,61116.9,15000.0
2024-02-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,99304.0,1039302.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-02-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-02-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,31642.0,537206.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-02-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-02-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-02-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,4709.0,320864.0,1080.0,780.0,1044.0,520.0,46543.44,15500.0
2024-03-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,79542.0,1039302.0,830.0,600.0,815.0,400.0,50138.12,16000.0
2024-03-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,830.0,600.0,815.0,400.0,50138.12,16000.0
2024-03-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,31725.0,537206.0,830.0,600.0,815.0,400.0,50138.12,16000.0
2024-03-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,830.0,600.0,815.0,400.0,50138.12,16000.0
2024-09-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,1250.0,900.0,1222.0,610.0,35440.03,19000.0
2024-09-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,8319.0,320864.0,1250.0,900.0,1222.0,610.0,35440.03,19000.0
2024-10-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,130267.0,1039302.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-10-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-10-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,68150.0,537206.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-10-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-10-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-10-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,9534.0,320864.0,1080.0,780.0,1050.0,525.0,32516.32,19500.0
2024-11-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,209903.0,1039302.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-11-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-11-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,88112.0,537206.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-11-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-11-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-11-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,21890.0,320864.0,730.0,4200.0,714.0,2856.0,27320.44,20000.0
2024-12-01,paid social,1708185.25,1354900.53,733202.0,14620.0,7907.0,267692.0,1039302.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2024-12-01,organic social,0.0,44214.8,54800.0,411.0,243.0,0.0,0.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2024-12-01,paid search,516648.74,3249957.97,431940.0,27861.0,14333.0,92682.0,537206.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2024-12-01,email,96624.0,2785148.54,460971.0,26329.0,5014.0,0.0,2225234.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2024-12-01,direct,0.0,2373632.44,489056.0,21639.0,10032.0,0.0,0.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2024-12-01,affiliates,162595.38,424308.67,89432.0,4069.0,1894.0,29879.0,320864.0,260.0,1500.0,250.0,1000.0,59364.07,21000.0
2025-01-01,paid social,747358.04,619948.03,331023.0,6734.0,3210.0,110665.0,455328.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-01-01,organic social,0.0,19076.81,27248.0,173.0,99.0,0.0,0.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-01-01,paid search,263921.49,1366537.94,194234.0,11453.0,5653.0,52392.0,182436.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-01-01,email,0.0,958222.1,160363.0,8605.0,1545.0,0.0,247837.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-01-01,direct,0.0,890449.01,294192.0,8038.0,3401.0,0.0,0.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-01-01,affiliates,81096.03,206467.38,40064.0,1939.0,856.0,25853.0,173150.0,285.0,75.0,281.0,50.0,42002.41,20500.0
2025-02-01,paid social,747358.04,619948.03,331023.0,6734.0,3210.0,93826.0,455328.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-02-01,organic social,0.0,19076.81,27248.0,173.0,99.0,0.0,0.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-02-01,paid search,263921.49,1366537.94,194234.0,11453.0,5653.0,53764.0,182436.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-02-01,email,0.0,958222.1,160363.0,8605.0,1545.0,0.0,247837.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-02-01,direct,0.0,890449.01,294192.0,8038.0,3401.0,0.0,0.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-02-01,affiliates,81096.03,206467.38,40064.0,1939.0,856.0,10886.0,173150.0,1080.0,780.0,1050.0,525.0,31037.05,21500.0
2025-03-01,paid social,747358.04,619948.03,331023.0,6734.0,3210.0,153218.0,455328.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-03-01,organic social,0.0,19076.81,27248.0,173.0,99.0,0.0,0.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-03-01,paid search,263921.49,1366537.94,194234.0,11453.0,5653.0,76624.0,182436.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-03-01,email,0.0,958222.1,160363.0,8605.0,1545.0,0.0,247837.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-03-01,direct,0.0,890449.01,294192.0,8038.0,3401.0,0.0,0.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-03-01,affiliates,81096.03,206467.38,40064.0,1939.0,856.0,12631.0,173150.0,730.0,4200.0,714.0,2856.0,45448.41,22000.0
2025-04-01,paid social,747358.04,619948.03,331023.0,6734.0,3210.0,151295.0,455328.0,260.0,1500.0,250.0,1000.0,65685.07,22500.0
2025-04-01,organic social,0.0,19076.81,27248.0,173.0,99.0,0.0,0.0,260.0,1500.0,250.0,1000.0,65685.07,22500.0
2025-04-01,paid search,263921.49,1366537.94,194234.0,11453.0,5653.0,80616.0,182436.0,260.0,1500.0,250.0,1000.0,65685.07,22500.0
2025-04-01,email,0.0,958222.1,160363.0,8605.0,1545.0,0.0,247837.0,260.0,1500.0,250.0,1000.0,65685.07,22500.0
