channel_name,value,date
Affiliate,132,2024-03-01
Affiliate,143,2023-03-01
Affiliate,0,2022-03-01
Affiliate,0,2021-03-01
Display,0,2024-03-01
Display,0,2023-03-01
Display,0,2022-03-01
Display,0,2021-03-01
Email,1909,2024-03-01
Email,1705,2023-03-01
Email,0,2022-03-01
Email,0,2021-03-01
SMS,258,2024-03-01
SMS,219,2023-03-01
SMS,0,2022-03-01
SMS,0,2021-03-01
Organic Search,313,2024-03-01
Organic Search,970,2023-03-01
Organic Search,0,2022-03-01
Organic Search,0,2021-03-01
Direct,981,2024-03-01
Direct,757,2023-03-01
Direct,0,2022-03-01
Direct,0,2021-03-01
Unattributed,233,2024-03-01
Unattributed,651,2023-03-01
Unattributed,0,2022-03-01
Unattributed,0,2021-03-01
Other,589,2024-03-01
Other,18,2023-03-01
Other,0,2022-03-01
Other,0,2021-03-01
Organic Social,9,2024-03-01
Organic Social,24,2023-03-01
Organic Social,0,2022-03-01
Organic Social,0,2021-03-01
Paid Search,1101,2024-04-01
Paid Search,319,2023-04-01
Paid Search,0,2022-04-01
Paid Search,0,2021-04-01
Paid Social,312,2024-04-01
Paid Social,210,2023-04-01
Paid Social,0,2022-04-01
Paid Social,0,2021-04-01
Affiliate,140,2024-04-01
Affiliate,119,2023-04-01
Affiliate,0,2022-04-01
Affiliate,0,2021-04-01
Display,0,2024-04-01
Display,0,2023-04-01
Display,0,2022-04-01
Display,0,2021-04-01
Email,1603,2024-04-01
Email,1422,2023-04-01
Email,0,2022-04-01
Email,0,2021-04-01
SMS,231,2024-04-01
SMS,188,2023-04-01
SMS,0,2022-04-01
SMS,0,2021-04-01
Organic Search,368,2024-04-01
Organic Search,922,2023-04-01
Organic Search,0,2022-04-01
Organic Search,0,2021-04-01
Direct,757,2024-04-01
Direct,650,2023-04-01
Direct,0,2022-04-01
Direct,0,2021-04-01
Unattributed,226,2024-04-01
Unattributed,596,2023-04-01
Unattributed,0,2022-04-01
Unattributed,0,2021-04-01
Other,658,2024-04-01
Other,24,2023-04-01
Other,0,2022-04-01
Other,0,2021-04-01
Organic Social,18,2024-04-01
Organic Social,41,2023-04-01
Organic Social,0,2022-04-01
Organic Social,0,2021-04-01
Paid Search,1276,2024-05-01
Paid Search,1084,2023-05-01
Paid Search,0,2022-05-01
Paid Search,0,2021-05-01
Paid Social,828,2024-05-01
Paid Social,656,2023-05-01
Paid Social,0,2022-05-01
Paid Social,0,2021-05-01
Affiliate,226,2024-05-01
Affiliate,328,2023-05-01
Affiliate,0,2022-05-01
Affiliate,0,2021-05-01
Display,0,2024-05-01
Display,0,2023-05-01
Display,0,2022-05-01
Display,0,2021-05-01
Email,2456,2024-05-01
Email,4043,2023-05-01
Email,0,2022-05-01
Email,0,2021-05-01
SMS,500,2024-05-01
SMS,650,2023-05-01
SMS,0,2022-05-01
SMS,0,2021-05-01
Organic Search,409,2024-05-01
Organic Search,704,2023-05-01
Organic Search,0,2022-05-01
Organic Search,0,2021-05-01
Direct,1261,2024-05-01
Direct,1002,2023-05-01
Direct,0,2022-05-01
Direct,0,2021-05-01
Unattributed,261,2024-05-01
Unattributed,855,2023-05-01
Unattributed,0,2022-05-01
Unattributed,0,2021-05-01
Other,924,2024-05-01
Other,35,2023-05-01
Other,0,2022-05-01
Other,0,2021-05-01
Organic Social,28,2024-05-01
Organic Social,86,2023-05-01
Organic Social,0,2022-05-01
Organic Social,0,2021-05-01
Paid Search,942,2024-06-01
Paid Search,774,2023-06-01
Paid Search,0,2022-06-01
Paid Search,0,2021-06-01
Paid Social,443,2024-06-01
Paid Social,269,2023-06-01
Paid Social,0,2022-06-01
Paid Social,0,2021-06-01
Affiliate,123,2024-06-01
Affiliate,116,2023-06-01
Affiliate,0,2022-06-01
Affiliate,0,2021-06-01
Display,0,2024-06-01
Display,0,2023-06-01
Display,0,2022-06-01
Display,0,2021-06-01
Email,1335,2024-06-01
Email,1627,2023-06-01
Email,0,2022-06-01
Email,0,2021-06-01
SMS,239,2024-06-01
SMS,210,2023-06-01
SMS,0,2022-06-01
SMS,0,2021-06-01
Organic Search,341,2024-06-01
Organic Search,405,2023-06-01
Organic Search,0,2022-06-01
Organic Search,0,2021-06-01
Direct,775,2024-06-01
Direct,678,2023-06-01
Direct,0,2022-06-01
Direct,0,2021-06-01
Unattributed,296,2024-06-01
Unattributed,548,2023-06-01
Unattributed,0,2022-06-01
Unattributed,0,2021-06-01
Other,607,2024-06-01
Other,144,2023-06-01
Other,0,2022-06-01
Other,0,2021-06-01
Organic Social,13,2024-06-01
Organic Social,44,2023-06-01
Organic Social,0,2022-06-01
Organic Social,0,2021-06-01
Paid Search,951,2024-07-01
Paid Search,937,2023-07-01
Paid Search,0,2022-07-01
Paid Search,0,2021-07-01
Paid Social,406,2024-07-01
Paid Social,373,2023-07-01
Paid Social,0,2022-07-01
Paid Social,0,2021-07-01
Affiliate,120,2024-07-01
Affiliate,169,2023-07-01
Affiliate,0,2022-07-01
Affiliate,0,2021-07-01
Display,0,2024-07-01
Display,0,2023-07-01
Display,0,2022-07-01
Display,0,2021-07-01
Email,1093,2024-07-01
Email,1720,2023-07-01
Email,0,2022-07-01
Email,0,2021-07-01
SMS,181,2024-07-01
SMS,83,2023-07-01
SMS,0,2022-07-01
SMS,0,2021-07-01
Organic Search,338,2024-07-01
Organic Search,639,2023-07-01
Organic Search,0,2022-07-01
Organic Search,0,2021-07-01
Direct,787,2024-07-01
Direct,759,2023-07-01
Direct,0,2022-07-01
Direct,0,2021-07-01
Unattributed,248,2024-07-01
Unattributed,317,2023-07-01
Unattributed,0,2022-07-01
Unattributed,0,2021-07-01
Other,498,2024-07-01
Other,541,2023-07-01
Other,0,2022-07-01
Other,0,2021-07-01
Organic Social,5,2024-07-01
Organic Social,42,2023-07-01
Organic Social,0,2022-07-01
Organic Social,0,2021-07-01
Paid Search,1215,2024-08-01
Paid Search,1079,2023-08-01
Paid Search,0,2022-08-01
Paid Search,0,2021-08-01
Paid Social,708,2024-08-01
Paid Social,460,2023-08-01
Paid Social,0,2022-08-01
Paid Social,0,2021-08-01
Affiliate,155,2024-08-01
Affiliate,103,2023-08-01
Affiliate,0,2022-08-01
Affiliate,0,2021-08-01
Display,0,2024-08-01
Display,0,2023-08-01
Display,0,2022-08-01
Display,0,2021-08-01
Email,1537,2024-08-01
Email,1549,2023-08-01
Email,0,2022-08-01
Email,0,2021-08-01
SMS,269,2024-08-01
SMS,329,2023-08-01
SMS,0,2022-08-01
SMS,0,2021-08-01
Organic Search,393,2024-08-01
Organic Search,474,2023-08-01
Organic Search,0,2022-08-01
Organic Search,0,2021-08-01
Direct,928,2024-08-01
Direct,726,2023-08-01
Direct,0,2022-08-01
Direct,0,2021-08-01
Unattributed,264,2024-08-01
Unattributed,263,2023-08-01
Unattributed,0,2022-08-01
Unattributed,0,2021-08-01
Other,509,2024-08-01
Other,513,2023-08-01
Other,0,2022-08-01
Other,0,2021-08-01
Organic Social,24,2024-08-01
Organic Social,69,2023-08-01
Organic Social,0,2022-08-01
Organic Social,0,2021-08-01
Paid Search,0,2024-09-01
Paid Search,1050,2023-09-01
Paid Search,0,2022-09-01
Paid Search,0,2021-09-01
Paid Social,0,2024-09-01
Paid Social,620,2023-09-01
Paid Social,0,2022-09-01
Paid Social,0,2021-09-01
Affiliate,0,2024-09-01
Affiliate,155,2023-09-01
Affiliate,0,2022-09-01
Affiliate,0,2021-09-01
Display,0,2024-09-01
Display,0,2023-09-01
Display,0,2022-09-01
Display,0,2021-09-01
Email,0,2024-09-01
Email,2178,2023-09-01
Email,0,2022-09-01
Email,0,2021-09-01
SMS,0,2024-09-01
SMS,273,2023-09-01
SMS,0,2022-09-01
SMS,0,2021-09-01
Organic Search,0,2024-09-01
Organic Search,415,2023-09-01
Organic Search,0,2022-09-01
Organic Search,0,2021-09-01
Direct,0,2024-09-01
Direct,825,2023-09-01
Direct,0,2022-09-01
Direct,0,2021-09-01
Unattributed,0,2024-09-01
Unattributed,209,2023-09-01
Unattributed,0,2022-09-01
Unattributed,0,2021-09-01
Other,0,2024-09-01
Other,743,2023-09-01
Other,0,2022-09-01
Other,0,2021-09-01
Organic Social,0,2024-09-01
Organic Social,61,2023-09-01
Organic Social,0,2022-09-01
Organic Social,0,2021-09-01
Paid Search,0,2024-10-01
Paid Search,779,2023-10-01
Paid Search,0,2022-10-01
Paid Search,0,2021-10-01
Paid Social,0,2024-10-01
Paid Social,286,2023-10-01
Paid Social,0,2022-10-01
Paid Social,0,2021-10-01
Affiliate,0,2024-10-01
Affiliate,122,2023-10-01
Affiliate,0,2022-10-01
Affiliate,0,2021-10-01
Display,0,2024-10-01
Display,0,2023-10-01
Display,0,2022-10-01
Display,0,2021-10-01
Email,0,2024-10-01
Email,1752,2023-10-01
Email,0,2022-10-01
Email,0,2021-10-01
SMS,0,2024-10-01
SMS,189,2023-10-01
SMS,0,2022-10-01
SMS,0,2021-10-01
Organic Search,0,2024-10-01
Organic Search,352,2023-10-01
Organic Search,0,2022-10-01
Organic Search,0,2021-10-01
Direct,0,2024-10-01
Direct,589,2023-10-01
Direct,0,2022-10-01
Direct,0,2021-10-01
Unattributed,0,2024-10-01
Unattributed,241,2023-10-01
Unattributed,0,2022-10-01
Unattributed,0,2021-10-01
Other,0,2024-10-01
Other,726,2023-10-01
Other,0,2022-10-01
Other,0,2021-10-01
Organic Social,0,2024-10-01
Organic Social,23,2023-10-01
Organic Social,0,2022-10-01
Organic Social,0,2021-10-01
Paid Search,0,2024-11-01
Paid Search,2518,2023-11-01
Paid Search,0,2022-11-01
Paid Search,0,2021-11-01
Paid Social,0,2024-11-01
Paid Social,1036,2023-11-01
Paid Social,0,2022-11-01
Paid Social,0,2021-11-01
Affiliate,0,2024-11-01
Affiliate,391,2023-11-01
Affiliate,0,2022-11-01
Affiliate,0,2021-11-01
Display,0,2024-11-01
Display,0,2023-11-01
Display,0,2022-11-01
Display,0,2021-11-01
Email,0,2024-11-01
Email,5635,2023-11-01
Email,0,2022-11-01
Email,0,2021-11-01
SMS,0,2024-11-01
SMS,599,2023-11-01
SMS,0,2022-11-01
SMS,0,2021-11-01
Organic Search,0,2024-11-01
Organic Search,786,2023-11-01
Organic Search,0,2022-11-01
Organic Search,0,2021-11-01
Direct,0,2024-11-01
Direct,1812,2023-11-01
Direct,0,2022-11-01
Direct,0,2021-11-01
Unattributed,0,2024-11-01
Unattributed,625,2023-11-01
Unattributed,0,2022-11-01
Unattributed,0,2021-11-01
Other,0,2024-11-01
Other,1832,2023-11-01
Other,0,2022-11-01
Other,0,2021-11-01
Organic Social,0,2024-11-01
Organic Social,49,2023-11-01
Organic Social,0,2022-11-01
Organic Social,0,2021-11-01
Paid Search,0,2024-12-01
Paid Search,1734,2023-12-01
Paid Search,0,2022-12-01
Paid Search,0,2021-12-01
Paid Social,0,2024-12-01
Paid Social,807,2023-12-01
Paid Social,0,2022-12-01
Paid Social,0,2021-12-01
Affiliate,0,2024-12-01
Affiliate,213,2023-12-01
Affiliate,0,2022-12-01
Affiliate,0,2021-12-01
Display,0,2024-12-01
Display,0,2023-12-01
Display,0,2022-12-01
Display,0,2021-12-01
Email,0,2024-12-01
Email,2544,2023-12-01
Email,0,2022-12-01
Email,0,2021-12-01
SMS,0,2024-12-01
SMS,411,2023-12-01
SMS,0,2022-12-01
SMS,0,2021-12-01
Organic Search,0,2024-12-01
Organic Search,496,2023-12-01
Organic Search,0,2022-12-01
Organic Search,0,2021-12-01
Direct,0,2024-12-01
Direct,1166,2023-12-01
Direct,0,2022-12-01
Direct,0,2021-12-01
Unattributed,0,2024-12-01
Unattributed,392,2023-12-01
Unattributed,0,2022-12-01
Unattributed,0,2021-12-01
Other,0,2024-12-01
Other,1001,2023-12-01
Other,0,2022-12-01
Other,0,2021-12-01
Organic Social,0,2024-12-01
Organic Social,32,2023-12-01
Organic Social,0,2022-12-01
Organic Social,0,2021-12-01
