month,channel,total_revenue,total_orders,aov,total_spend,new_customers,existing_customers,new_customer_orders,existing_customer_orders,sessions,users,spend,impressions,clicks,returned_value,technology_spend,revenue_share,returns_value_dist,technology_spend_dist,net_revenue,roas,cac,conversion_rate,existing_revenue,new_revenue,year_month,ltv,net_revenue_calc,return_rate
2024-02-01,Affiliate,66000.0,540.0,122.22,13200.0,315.0,105.0,320.0,220.0,2900.0,2600.0,13200.0,660000.0,3300.0,26000.0,15500.0,0.04958,1289.08,768.49,64711.0,5.0,41.904761904761905,0.18620689655172415,26888.4,39110.4,2024-02,209.52380952380952,49210.92,0.01953151515151515
2024-02-01,Direct,200000.0,1550.0,129.03,0.0,820.0,1230.0,830.0,720.0,14500.0,12500.0,0.0,0.0,0.0,26000.0,15500.0,0.15026,3906.8,2329.03,196093.0,,0.0,0.10689655172413794,92901.6,107094.9,2024-02,243.90243902439025,180593.2,0.019534
2024-02-01,Email,290000.0,2580.0,112.4,5200.0,1020.0,4080.0,1030.0,1550.0,23500.0,18500.0,5200.0,260000.0,26000.0,26000.0,15500.0,0.21788,5664.88,3377.14,284335.0,55.76923076923077,5.098039215686274,0.1097872340425532,174220.0,115772.0,2024-02,284.3137254901961,268835.12,0.01953406896551724
2024-02-01,Organic Social,125000.0,1150.0,108.7,2600.0,410.0,1640.0,415.0,735.0,10500.0,8500.0,2600.0,130000.0,6500.0,26000.0,15500.0,0.09392,2441.92,1455.76,122558.0,48.07692307692308,6.341463414634147,0.10952380952380952,79894.5,45110.5,2024-02,304.8780487804878,107058.08,0.01953536
2024-02-01,Paid Search,460000.0,3580.0,128.49,92000.0,2045.0,820.0,2060.0,1520.0,33000.0,29000.0,92000.0,1840000.0,36800.0,26000.0,15500.0,0.34557,8984.82,5356.34,451015.0,5.0,44.987775061124694,0.10848484848484849,195304.80000000002,264689.4,2024-02,224.93887530562347,435515.18,0.019532217391304348
2024-02-01,Paid Social,230000.0,1880.0,122.34,62000.0,1123.0,460.0,1140.0,740.0,26000.0,22000.0,62000.0,1750000.0,35000.0,26000.0,15500.0,0.1728,4492.8,2678.4,225507.0,3.7096774193548385,55.20926090828139,0.07230769230769231,90531.6,139467.6,2024-02,204.80854853072128,210007.2,0.019533913043478263
2024-03-01,Affiliate,68000.0,560.0,121.43,13600.0,324.0,110.0,330.0,230.0,3000.0,2700.0,13600.0,680000.0,3400.0,27000.0,16000.0,0.04938,1333.26,790.06,66667.0,5.0,41.97530864197531,0.18666666666666668,27928.9,40071.9,2024-03,209.87654320987653,50666.740000000005,0.01960676470588235
2024-03-01,Direct,205000.0,1600.0,128.13,0.0,840.0,1260.0,850.0,750.0,15000.0,13000.0,0.0,0.0,0.0,27000.0,16000.0,0.14884,4018.68,2371.4,200981.0,,0.0,0.10666666666666667,96097.5,108910.5,2024-03,244.04761904761904,184981.32,0.019603317073170732
2024-03-01,Email,300000.0,2660.0,112.78,5400.0,1040.0,4160.0,1050.0,1610.0,24000.0,19000.0,5400.0,270000.0,27000.0,27000.0,16000.0,0.2178,5880.6,3470.4,294119.0,55.55555555555556,5.1923076923076925,0.11083333333333334,181575.8,118419.0,2024-03,288.46153846153845,278119.4,0.019602
2024-03-01,Organic Social,130000.0,1200.0,108.33,2700.0,420.0,1680.0,425.0,775.0,11000.0,9000.0,2700.0,135000.0,6750.0,27000.0,16000.0,0.09439,2548.53,1503.78,127451.0,48.148148148148145,6.428571428571429,0.10909090909090909,83955.75,46040.25,2024-03,309.5238095238095,111451.47,0.019604076923076925
2024-03-01,Paid Search,475000.0,3700.0,128.38,95000.0,2100.0,840.0,2120.0,1580.0,34000.0,30000.0,95000.0,1900000.0,38000.0,27000.0,16000.0,0.34488,9311.76,5502.48,465688.0,5.0,45.23809523809524,0.10882352941176471,202840.4,272165.6,2024-03,226.1904761904762,449688.24,0.019603705263157894
2024-03-01,Paid Social,240000.0,1960.0,122.45,64000.0,1160.0,470.0,1180.0,780.0,27000.0,23000.0,64000.0,1800000.0,36000.0,27000.0,16000.0,0.17427,4705.29,2777.88,235295.0,3.75,55.172413793103445,0.0725925925925926,95511.0,144491.0,2024-03,206.89655172413794,219294.71,0.019605375
2024-03-01,TikTok,35000.0,250.0,140.0,30000.0,233.0,50.0,235.0,15.0,5000.0,4500.0,30000.0,750000.0,7500.0,27000.0,16000.0,0.02542,686.34,404.0,34314.0,1.1666666666666667,128.75536480686696,0.05,2100.0,32900.0,2024-03,150.21459227467813,18313.660000000003,0.019609714285714286
2024-04-01,Affiliate,70000.0,580.0,120.69,14000.0,333.0,112.0,340.0,240.0,3100.0,2800.0,14000.0,700000.0,3500.0,28000.0,16500.0,0.04943,1384.04,815.6,68616.0,5.0,42.04204204204204,0.1870967741935484,28965.6,41034.6,2024-04,210.21021021021022,52115.96000000001,0.019771999999999998
2024-04-01,Direct,210000.0,1650.0,127.27,0.0,860.0,1290.0,870.0,780.0,15500.0,13500.0,0.0,0.0,0.0,28000.0,16500.0,0.14827,4151.56,2446.46,205848.0,,0.0,0.1064516129032258,99270.59999999999,110724.9,2024-04,244.1860465116279,189348.44,0.019769333333333337
2024-04-01,Email,310000.0,2740.0,113.14,5600.0,1060.0,4240.0,1070.0,1670.0,24500.0,19500.0,5600.0,280000.0,28000.0,28000.0,16500.0,0.21884,6127.52,3610.86,303872.0,55.357142857142854,5.283018867924528,0.11183673469387755,188943.8,121059.8,2024-04,292.45283018867923,287372.48,0.019766193548387097
2024-04-01,Organic Social,135000.0,1250.0,108.0,2800.0,430.0,1720.0,435.0,815.0,11500.0,9500.0,2800.0,140000.0,7000.0,28000.0,16500.0,0.09531,2668.68,1572.61,132331.0,48.214285714285715,6.511627906976744,0.10869565217391304,88020.0,46980.0,2024-04,313.95348837209303,115831.32,0.019767999999999997
2024-04-01,Paid Search,485000.0,3780.0,128.31,97000.0,2140.0,860.0,2160.0,1620.0,35000.0,31000.0,97000.0,1940000.0,38800.0,28000.0,16500.0,0.3424,9587.2,5649.6,475413.0,5.0,45.32710280373832,0.108,207862.2,277149.6,2024-04,226.6355140186916,458912.8,0.019767422680412372
2024-04-01,Paid Social,250000.0,2050.0,121.95,66000.0,1200.0,480.0,1220.0,830.0,28000.0,24000.0,66000.0,1850000.0,37000.0,28000.0,16500.0,0.17649,4941.72,2912.09,245058.0,3.787878787878788,55.0,0.07321428571428572,101218.5,148779.0,2024-04,208.33333333333334,228558.28,0.01976688
2024-04-01,TikTok,40000.0,280.0,142.86,32000.0,266.0,55.0,270.0,10.0,5500.0,5000.0,32000.0,800000.0,8000.0,28000.0,16500.0,0.02824,790.72,465.96,39209.0,1.25,120.30075187969925,0.05090909090909091,1428.6000000000001,38572.200000000004,2024-04,150.37593984962405,22709.28,0.019768
2024-05-01,Affiliate,72000.0,600.0,120.0,14400.0,342.0,115.0,350.0,250.0,3200.0,2900.0,14400.0,720000.0,3600.0,29000.0,17000.0,0.04935,1431.15,838.95,70569.0,5.0,42.10526315789474,0.1875,30000.0,42000.0,2024-05,210.52631578947367,53568.850000000006,0.019877083333333333
2024-05-01,Direct,215000.0,1700.0,126.47,0.0,880.0,1320.0,890.0,810.0,16000.0,14000.0,0.0,0.0,0.0,29000.0,17000.0,0.14736,4273.44,2505.12,210727.0,,0.0,0.10625,102440.7,112558.3,2024-05,244.3181818181818,193726.56,0.01987646511627907
2024-05-01,Email,320000.0,2820.0,113.48,5800.0,1080.0,4320.0,1090.0,1730.0,25000.0,20000.0,5800.0,290000.0,29000.0,29000.0,17000.0,0.21933,6360.57,3728.61,313639.0,55.172413793103445,5.37037037037037,0.1128,196320.4,123693.2,2024-05,296.2962962962963,296639.43,0.01987678125
2024-05-01,Organic Social,140000.0,1300.0,107.69,2900.0,440.0,1760.0,445.0,855.0,12000.0,10000.0,2900.0,145000.0,7250.0,29000.0,17000.0,0.09596,2782.84,1631.32,137217.0,48.275862068965516,6.590909090909091,0.10833333333333334,92074.95,47922.049999999996,2024-05,318.1818181818182,120217.16,0.019877428571428574
2024-05-01,Paid Search,500000.0,3900.0,128.21,100000.0,2200.0,880.0,2220.0,1680.0,36000.0,32000.0,100000.0,2000000.0,40000.0,29000.0,17000.0,0.34269,9938.01,5825.73,490062.0,5.0,45.45454545454545,0.10833333333333334,215392.80000000002,284626.2,2024-05,227.27272727272728,473061.99,0.01987602
2024-05-01,Paid Social,260000.0,2140.0,121.5,68000.0,1240.0,490.0,1260.0,880.0,29000.0,25000.0,68000.0,1900000.0,38000.0,29000.0,17000.0,0.1782,5167.8,3029.4,254832.0,3.823529411764706,54.83870967741935,0.07379310344827586,106920.0,153090.0,2024-05,209.67741935483872,237832.2,0.019876153846153845
2024-05-01,TikTok,42000.0,300.0,140.0,34000.0,280.0,60.0,285.0,15.0,6000.0,5500.0,34000.0,850000.0,8500.0,29000.0,17000.0,0.02879,834.91,489.43,41165.0,1.2352941176470589,121.42857142857143,0.05,2100.0,39900.0,2024-05,150.0,24165.089999999997,0.019878809523809524
2024-06-01,Affiliate,74000.0,620.0,119.35,14800.0,351.0,118.0,360.0,260.0,3300.0,3000.0,14800.0,740000.0,3700.0,30000.0,17500.0,0.0494,1482.0,864.5,72518.0,5.0,42.16524216524216,0.18787878787878787,31031.0,42966.0,2024-06,210.82621082621083,55018.0,0.020027027027027026
2024-06-01,Direct,220000.0,1750.0,125.71,0.0,900.0,1350.0,910.0,840.0,16500.0,14500.0,0.0,0.0,0.0,30000.0,17500.0,0.14686,4405.8,2569.05,215594.0,,0.0,0.10606060606060606,105596.4,114396.09999999999,2024-06,244.44444444444446,198094.2,0.020026363636363637
2024-06-01,Email,330000.0,2900.0,113.79,6000.0,1100.0,4400.0,1110.0,1790.0,25500.0,20500.0,6000.0,300000.0,30000.0,30000.0,17500.0,0.22026,6607.8,3854.55,323392.0,55.0,5.454545454545454,0.11372549019607843,203684.1,126306.90000000001,2024-06,300.0,305892.2,0.020023636363636365
2024-06-01,Organic Social,145000.0,1350.0,107.41,3000.0,450.0,1800.0,455.0,895.0,12500.0,10500.0,3000.0,150000.0,7500.0,30000.0,17500.0,0.09679,2903.7,1693.82,142096.0,48.333333333333336,6.666666666666667,0.108,96131.95,48871.549999999996,2024-06,322.22222222222223,124596.29999999999,0.02002551724137931
2024-06-01,Paid Search,515000.0,4020.0,128.11,103000.0,2260.0,900.0,2280.0,1740.0,37000.0,33000.0,103000.0,2060000.0,41200.0,30000.0,17500.0,0.34376,10312.8,6015.8,504687.0,5.0,45.575221238938056,0.10864864864864865,222911.40000000002,292090.80000000005,2024-06,227.87610619469027,487187.2,0.020024854368932036
2024-06-01,Paid Social,270000.0,2230.0,121.08,70000.0,1280.0,500.0,1300.0,930.0,30000.0,26000.0,70000.0,1950000.0,39000.0,30000.0,17500.0,0.18024,5407.2,3154.2,264593.0,3.857142857142857,54.6875,0.07433333333333333,112604.4,157404.0,2024-06,210.9375,247092.8,0.020026666666666665
2024-06-01,TikTok,44000.0,320.0,137.5,36000.0,294.0,65.0,300.0,20.0,6500.0,6000.0,36000.0,900000.0,9000.0,30000.0,17500.0,0.02937,881.1,513.97,43119.0,1.2222222222222223,122.44897959183673,0.04923076923076923,2750.0,41250.0,2024-06,149.65986394557822,25618.9,0.020025
2024-07-01,Affiliate,76000.0,640.0,118.75,15200.0,360.0,120.0,370.0,270.0,3400.0,3100.0,15200.0,760000.0,3800.0,31000.0,18000.0,0.04938,1530.78,888.84,74469.0,5.0,42.22222222222222,0.18823529411764706,32062.5,43937.5,2024-07,211.11111111111111,56469.22,0.020141842105263156
2024-07-01,Direct,225000.0,1800.0,125.0,0.0,920.0,1380.0,930.0,870.0,17000.0,15000.0,0.0,0.0,0.0,31000.0,18000.0,0.14619,4531.89,2631.42,220468.0,,0.0,0.10588235294117647,108750.0,116250.0,2024-07,244.56521739130434,202468.11,0.020141733333333335
2024-07-01,Email,340000.0,3000.0,113.33,6200.0,1120.0,4480.0,1130.0,1870.0,26000.0,21000.0,6200.0,310000.0,31000.0,31000.0,18000.0,0.22092,6848.52,3976.56,333151.0,54.83870967741935,5.535714285714286,0.11538461538461539,211927.1,128062.9,2024-07,303.57142857142856,315151.48,0.02014270588235294
2024-07-01,Organic Social,150000.0,1400.0,107.14,3100.0,460.0,1840.0,465.0,935.0,13000.0,11000.0,3100.0,155000.0,7750.0,31000.0,18000.0,0.09746,3021.26,1754.28,146979.0,48.38709677419355,6.739130434782608,0.1076923076923077,100175.9,49820.1,2024-07,326.0869565217391,128978.73999999999,0.020141733333333335
2024-07-01,Paid Search,530000.0,4140.0,128.02,106000.0,2320.0,920.0,2340.0,1800.0,38000.0,34000.0,106000.0,2120000.0,42400.0,31000.0,18000.0,0.34436,10675.16,6198.48,519325.0,5.0,45.689655172413794,0.10894736842105263,230436.00000000003,299566.80000000005,2024-07,228.44827586206895,501324.84,0.020141811320754717
2024-07-01,Paid Social,280000.0,2320.0,120.69,72000.0,1320.0,520.0,1340.0,980.0,31000.0,27000.0,72000.0,2000000.0,40000.0,31000.0,18000.0,0.18193,5639.83,3274.74,274360.0,3.888888888888889,54.54545454545455,0.07483870967741936,118276.2,161724.6,2024-07,212.12121212121212,256360.16999999998,0.02014225
2024-07-01,TikTok,46000.0,340.0,135.29,38000.0,308.0,70.0,315.0,25.0,7000.0,6500.0,38000.0,950000.0,9500.0,31000.0,18000.0,0.02989,926.59,538.02,45073.0,1.2105263157894737,123.37662337662337,0.04857142857142857,3382.25,42616.35,2024-07,149.35064935064935,27073.410000000003,0.020143260869565218
2024-08-01,Affiliate,78000.0,660.0,118.18,15600.0,369.0,123.0,380.0,280.0,3500.0,3200.0,15600.0,780000.0,3900.0,32000.0,18500.0,0.0494,1580.8,913.9,76419.0,5.0,42.27642276422764,0.18857142857142858,33090.4,44908.4,2024-08,211.3821138211382,57919.2,0.020266666666666665
2024-08-01,Direct,230000.0,1850.0,124.32,0.0,940.0,1410.0,950.0,900.0,17500.0,15500.0,0.0,0.0,0.0,32000.0,18500.0,0.14566,4661.12,2694.71,225339.0,,0.0,0.10571428571428572,111888.0,118104.0,2024-08,244.68085106382978,206838.88,0.020265739130434782
2024-08-01,Email,350000.0,3100.0,112.9,6400.0,1140.0,4560.0,1150.0,1950.0,26500.0,21500.0,6400.0,320000.0,32000.0,32000.0,18500.0,0.22166,7093.12,4099.71,342907.0,54.6875,5.614035087719298,0.1169811320754717,220155.0,129835.0,2024-08,307.0175438596491,324406.88,0.020266057142857143
2024-08-01,Organic Social,155000.0,1450.0,106.9,3200.0,470.0,1880.0,475.0,975.0,13500.0,11500.0,3200.0,160000.0,8000.0,32000.0,18500.0,0.09816,3141.12,1815.98,151859.0,48.4375,6.808510638297872,0.10740740740740741,104227.5,50777.5,2024-08,329.78723404255317,133358.88,0.020265290322580645
2024-08-01,Paid Search,545000.0,4260.0,127.93,109000.0,2380.0,940.0,2400.0,1860.0,39000.0,35000.0,109000.0,2180000.0,43600.0,32000.0,18500.0,0.34516,11045.12,6385.47,533955.0,5.0,45.79831932773109,0.10923076923076923,237949.80000000002,307032.0,2024-08,228.99159663865547,515454.88,0.0202662752293578
2024-08-01,Paid Social,290000.0,2410.0,120.33,74000.0,1360.0,530.0,1380.0,1030.0,32000.0,28000.0,74000.0,2050000.0,41000.0,32000.0,18500.0,0.18366,5877.12,3397.71,284123.0,3.918918918918919,54.411764705882355,0.0753125,123939.9,166055.4,2024-08,213.23529411764707,265622.88,0.020265931034482758
2024-08-01,TikTok,48000.0,360.0,133.33,40000.0,323.0,75.0,330.0,30.0,7500.0,7000.0,40000.0,1000000.0,10000.0,32000.0,18500.0,0.0304,972.8,562.4,47027.0,1.2,123.83900928792569,0.048,3999.9000000000005,43998.9,2024-08,148.60681114551085,28527.199999999997,0.020266666666666665
2024-09-01,Affiliate,80000.0,680.0,117.65,16000.0,378.0,126.0,390.0,290.0,3600.0,3300.0,16000.0,800000.0,4000.0,33000.0,19000.0,0.04941,1630.53,938.79,78369.0,5.0,42.32804232804233,0.18888888888888888,34118.5,45883.5,2024-09,211.64021164021165,59369.47,0.020381625
2024-09-01,Direct,235000.0,1900.0,123.68,0.0,960.0,1440.0,970.0,930.0,18000.0,16000.0,0.0,0.0,0.0,33000.0,19000.0,0.14515,4789.95,2757.85,230210.0,,0.0,0.10555555555555556,115022.40000000001,119969.6,2024-09,244.79166666666666,211210.05,0.020382765957446806
2024-09-01,Email,360000.0,3200.0,112.5,6600.0,1160.0,4640.0,1170.0,2030.0,27000.0,22000.0,6600.0,330000.0,33000.0,33000.0,19000.0,0.22236,7337.88,4224.84,352662.0,54.54545454545455,5.689655172413793,0.11851851851851852,228375.0,131625.0,2024-09,310.3448275862069,333662.12,0.020383000000000002
2024-09-01,Organic Social,160000.0,1500.0,106.67,3300.0,480.0,1920.0,485.0,1015.0,14000.0,12000.0,3300.0,165000.0,8250.0,33000.0,19000.0,0.09883,3261.39,1877.77,156739.0,48.484848484848484,6.875,0.10714285714285714,108270.05,51734.950000000004,2024-09,333.3333333333333,137738.61,0.0203836875
2024-09-01,Paid Search,560000.0,4380.0,127.85,112000.0,2440.0,960.0,2460.0,1920.0,40000.0,36000.0,112000.0,2240000.0,44800.0,33000.0,19000.0,0.34589,11414.37,6571.91,548586.0,5.0,45.90163934426229,0.1095,245472.0,314511.0,2024-09,229.50819672131146,529585.63,0.020382803571428573
2024-09-01,Paid Social,300000.0,2500.0,120.0,76000.0,1400.0,540.0,1420.0,1080.0,33000.0,29000.0,76000.0,2100000.0,42000.0,33000.0,19000.0,0.18529,6114.57,3520.51,293885.0,3.9473684210526314,54.285714285714285,0.07575757575757576,129600.0,170400.0,2024-09,214.28571428571428,274885.43,0.020381899999999998
2024-09-01,TikTok,50000.0,380.0,131.58,42000.0,336.0,80.0,340.0,40.0,8000.0,7500.0,42000.0,1050000.0,10500.0,33000.0,19000.0,0.03088,1019.04,586.72,48981.0,1.1904761904761905,125.0,0.0475,5263.200000000001,44737.200000000004,2024-09,148.8095238095238,29980.96,0.0203808
2024-10-01,Affiliate,82000.0,700.0,117.14,16400.0,387.0,130.0,400.0,300.0,3700.0,3400.0,16400.0,820000.0,4100.0,34000.0,19500.0,0.04943,1680.62,963.89,80319.0,5.0,42.377260981912144,0.1891891891891892,35142.0,46856.0,2024-10,211.88630490956072,60819.380000000005,0.020495365853658534
2024-10-01,Direct,240000.0,1950.0,123.08,0.0,980.0,1470.0,990.0,960.0,18500.0,16500.0,0.0,0.0,0.0,34000.0,19500.0,0.14466,4918.44,2820.87,235082.0,,0.0,0.10540540540540541,118156.8,121849.2,2024-10,244.89795918367346,215581.56,0.020493499999999998
2024-10-01,Email,370000.0,3300.0,112.12,6800.0,1180.0,4720.0,1190.0,2110.0,27500.0,22500.0,6800.0,340000.0,34000.0,34000.0,19500.0,0.22299,7581.66,4348.31,362418.0,54.411764705882355,5.762711864406779,0.12,236573.2,133422.80000000002,2024-10,313.5593220338983,342918.34,0.020490972972972973
2024-10-01,Organic Social,165000.0,1550.0,106.45,3400.0,490.0,1960.0,495.0,1055.0,14500.0,12500.0,3400.0,170000.0,8500.0,34000.0,19500.0,0.09946,3381.64,1939.47,161618.0,48.529411764705884,6.938775510204081,0.10689655172413794,112304.75,52692.75,2024-10,336.734693877551,142118.36,0.02049478787878788
2024-10-01,Paid Search,575000.0,4500.0,127.78,115000.0,2500.0,980.0,2520.0,1980.0,41000.0,37000.0,115000.0,2300000.0,46000.0,34000.0,19500.0,0.34656,11783.04,6757.92,563217.0,5.0,46.0,0.10975609756097561,253004.4,322005.6,2024-10,230.0,543716.96,0.020492243478260872
