channel_name,value,date
Paid Search,1322.0,2025-04-01
Paid Search,1162.0,2024-04-01
Paid Search,477.0,2023-04-01
Paid Search,676.0,2022-04-01
Paid Search,454.0,2021-04-01
Paid Social,634.0,2025-04-01
Paid Social,379.0,2024-04-01
Paid Social,309.0,2023-04-01
Paid Social,193.0,2022-04-01
Paid Social,96.0,2021-04-01
Affiliate,128.0,2025-04-01
Affiliate,123.0,2024-04-01
Affiliate,105.0,2023-04-01
Affiliate,404.0,2022-04-01
Affiliate,161.0,2021-04-01
Display,0.0,2024-04-01
Display,0.0,2023-04-01
Display,0.0,2022-04-01
Display,0.0,2021-04-01
Email,345.0,2025-04-01
Email,384.0,2024-04-01
Email,359.0,2023-04-01
Email,549.0,2022-04-01
Email,525.0,2021-04-01
SMS,66.0,2025-04-01
SMS,42.0,2024-04-01
SMS,159.0,2023-04-01
SMS,341.0,2022-04-01
SMS,-99.89,2021-04-01
Organic Search,455.0,2025-04-01
Organic Search,592.0,2024-04-01
Organic Search,1074.0,2023-04-01
Organic Search,683.0,2022-04-01
Organic Search,507.0,2021-04-01
Direct,538.0,2025-04-01
Direct,599.0,2024-04-01
Direct,522.0,2023-04-01
Direct,406.0,2022-04-01
Direct,442.0,2021-04-01
Unattributed,104.0,2025-04-01
Unattributed,117.0,2024-04-01
Unattributed,273.0,2023-04-01
Unattributed,197.0,2022-04-01
Unattributed,122.0,2021-04-01
Other,400.0,2025-04-01
Other,460.0,2024-04-01
Other,102.0,2023-04-01
Other,27.0,2022-04-01
Other,26.0,2021-04-01
Organic Social,12.0,2025-04-01
Organic Social,18.0,2024-04-01
Organic Social,71.0,2023-04-01
Organic Social,62.0,2022-04-01
Organic Social,21.0,2021-04-01
Paid Search,0.0,2025-05-01
Paid Search,1399.0,2024-05-01
Paid Search,1393.0,2023-05-01
Paid Search,937.0,2022-05-01
Paid Search,1054.0,2021-05-01
Paid Social,0.0,2025-05-01
Paid Social,1141.0,2024-05-01
Paid Social,1404.0,2023-05-01
Paid Social,822.0,2022-05-01
Paid Social,899.0,2021-05-01
Affiliate,0.0,2025-05-01
Affiliate,259.0,2024-05-01
Affiliate,425.0,2023-05-01
Affiliate,687.0,2022-05-01
Affiliate,663.0,2021-05-01
Display,0.0,2024-05-01
Display,0.0,2023-05-01
Display,0.0,2022-05-01
Display,0.0,2021-05-01
Email,0.0,2025-05-01
Email,520.0,2024-05-01
Email,1272.0,2023-05-01
Email,1185.0,2022-05-01
Email,1058.0,2021-05-01
SMS,0.0,2025-05-01
SMS,161.0,2024-05-01
SMS,550.0,2023-05-01
SMS,633.0,2022-05-01
SMS,1091.0,2021-05-01
Organic Search,0.0,2025-05-01
Organic Search,760.0,2024-05-01
Organic Search,960.0,2023-05-01
Organic Search,943.0,2022-05-01
Organic Search,828.0,2021-05-01
Direct,0.0,2025-05-01
Direct,1258.0,2024-05-01
Direct,1065.0,2023-05-01
Direct,552.0,2022-05-01
Direct,544.0,2021-05-01
Unattributed,0.0,2025-05-01
Unattributed,155.0,2024-05-01
Unattributed,509.0,2023-05-01
Unattributed,261.0,2022-05-01
Unattributed,182.0,2021-05-01
Other,0.0,2025-05-01
Other,687.0,2024-05-01
Other,273.0,2023-05-01
Other,33.0,2022-05-01
Other,31.0,2021-05-01
Organic Social,0.0,2025-05-01
Organic Social,26.0,2024-05-01
Organic Social,196.0,2023-05-01
Organic Social,49.0,2022-05-01
Organic Social,7.0,2021-05-01
Paid Search,0.0,2025-06-01
Paid Search,933.0,2024-06-01
Paid Search,950.0,2023-06-01
Paid Search,801.0,2022-06-01
Paid Search,668.0,2021-06-01
Paid Social,0.0,2025-06-01
Paid Social,523.0,2024-06-01
Paid Social,458.0,2023-06-01
Paid Social,200.0,2022-06-01
Paid Social,494.0,2021-06-01
Affiliate,0.0,2025-06-01
Affiliate,124.0,2024-06-01
Affiliate,147.0,2023-06-01
Affiliate,304.0,2022-06-01
Affiliate,349.0,2021-06-01
Display,0.0,2024-06-01
Display,0.0,2023-06-01
Display,0.0,2022-06-01
Display,0.0,2021-06-01
Email,0.0,2025-06-01
Email,216.0,2024-06-01
Email,408.0,2023-06-01
Email,467.0,2022-06-01
Email,462.0,2021-06-01
SMS,0.0,2025-06-01
SMS,125.0,2024-06-01
SMS,175.0,2023-06-01
SMS,286.0,2022-06-01
SMS,482.0,2021-06-01
Organic Search,0.0,2025-06-01
Organic Search,522.0,2024-06-01
Organic Search,721.0,2023-06-01
Organic Search,690.0,2022-06-01
Organic Search,469.0,2021-06-01
Direct,0.0,2025-06-01
Direct,601.0,2024-06-01
Direct,546.0,2023-06-01
Direct,345.0,2022-06-01
Direct,271.0,2021-06-01
Unattributed,0.0,2025-06-01
Unattributed,221.0,2024-06-01
Unattributed,292.0,2023-06-01
Unattributed,174.0,2022-06-01
Unattributed,767.0,2021-06-01
Other,0.0,2025-06-01
Other,428.0,2024-06-01
Other,255.0,2023-06-01
Other,35.0,2022-06-01
Other,34.0,2021-06-01
Organic Social,0.0,2025-06-01
Organic Social,18.0,2024-06-01
Organic Social,41.0,2023-06-01
Organic Social,27.0,2022-06-01
Organic Social,8.0,2021-06-01
Paid Search,0.0,2025-07-01
Paid Search,1011.0,2024-07-01
Paid Search,1261.0,2023-07-01
Paid Search,827.0,2022-07-01
Paid Search,739.0,2021-07-01
Paid Social,0.0,2025-07-01
Paid Social,434.0,2024-07-01
Paid Social,782.0,2023-07-01
Paid Social,291.0,2022-07-01
Paid Social,364.0,2021-07-01
Affiliate,0.0,2025-07-01
Affiliate,109.0,2024-07-01
Affiliate,185.0,2023-07-01
Affiliate,110.0,2022-07-01
Affiliate,387.0,2021-07-01
Display,0.0,2024-07-01
Display,0.0,2023-07-01
Display,0.0,2022-07-01
Display,0.0,2021-07-01
Email,0.0,2025-07-01
Email,149.0,2024-07-01
Email,557.0,2023-07-01
Email,402.0,2022-07-01
Email,640.0,2021-07-01
SMS,0.0,2025-07-01
SMS,162.0,2024-07-01
SMS,26.0,2023-07-01
SMS,179.0,2022-07-01
SMS,595.0,2021-07-01
Organic Search,0.0,2025-07-01
Organic Search,528.0,2024-07-01
Organic Search,889.0,2023-07-01
Organic Search,635.0,2022-07-01
Organic Search,578.0,2021-07-01
Direct,0.0,2025-07-01
Direct,680.0,2024-07-01
Direct,687.0,2023-07-01
Direct,443.0,2022-07-01
Direct,291.0,2021-07-01
Unattributed,0.0,2025-07-01
Unattributed,192.0,2024-07-01
Unattributed,170.0,2023-07-01
Unattributed,269.0,2022-07-01
Unattributed,145.0,2021-07-01
Other,0.0,2025-07-01
Other,319.0,2024-07-01
Other,531.0,2023-07-01
Other,82.0,2022-07-01
Other,42.0,2021-07-01
Organic Social,0.0,2025-07-01
Organic Social,28.0,2024-07-01
Organic Social,59.0,2023-07-01
Organic Social,28.0,2022-07-01
Organic Social,5.0,2021-07-01
Paid Search,0.0,2025-08-01
Paid Search,1308.0,2024-08-01
Paid Search,1174.0,2023-08-01
Paid Search,845.0,2022-08-01
Paid Search,693.0,2021-08-01
Paid Social,0.0,2025-08-01
Paid Social,699.0,2024-08-01
Paid Social,702.0,2023-08-01
Paid Social,124.0,2022-08-01
Paid Social,138.0,2021-08-01
Affiliate,0.0,2025-08-01
Affiliate,134.0,2024-08-01
Affiliate,130.0,2023-08-01
Affiliate,136.0,2022-08-01
Affiliate,326.0,2021-08-01
Display,0.0,2024-08-01
Display,0.0,2023-08-01
Display,0.0,2022-08-01
Display,0.0,2021-08-01
Email,0.0,2025-08-01
Email,230.0,2024-08-01
Email,374.0,2023-08-01
Email,682.0,2022-08-01
Email,553.0,2021-08-01
SMS,0.0,2025-08-01
SMS,181.0,2024-08-01
SMS,78.0,2023-08-01
SMS,201.0,2022-08-01
SMS,447.0,2021-08-01
Organic Search,0.0,2025-08-01
Organic Search,575.0,2024-08-01
Organic Search,810.0,2023-08-01
Organic Search,681.0,2022-08-01
Organic Search,556.0,2021-08-01
Direct,0.0,2025-08-01
Direct,668.0,2024-08-01
Direct,652.0,2023-08-01
Direct,501.0,2022-08-01
Direct,262.0,2021-08-01
Unattributed,0.0,2025-08-01
Unattributed,118.0,2024-08-01
Unattributed,133.0,2023-08-01
Unattributed,278.0,2022-08-01
Unattributed,111.0,2021-08-01
Other,0.0,2025-08-01
Other,368.0,2024-08-01
Other,406.0,2023-08-01
Other,514.0,2022-08-01
Other,33.0,2021-08-01
Organic Social,0.0,2025-08-01
Organic Social,17.0,2024-08-01
Organic Social,74.0,2023-08-01
Organic Social,31.0,2022-08-01
Organic Social,9.0,2021-08-01
Paid Search,0.0,2025-09-01
Paid Search,1307.0,2024-09-01
Paid Search,1494.0,2023-09-01
Paid Search,1168.0,2022-09-01
Paid Search,657.0,2021-09-01
Paid Social,0.0,2025-09-01
Paid Social,665.0,2024-09-01
Paid Social,1122.0,2023-09-01
Paid Social,176.0,2022-09-01
Paid Social,71.0,2021-09-01
Affiliate,0.0,2025-09-01
Affiliate,110.0,2024-09-01
Affiliate,206.0,2023-09-01
Affiliate,187.0,2022-09-01
Affiliate,353.0,2021-09-01
Display,0.0,2024-09-01
Display,0.0,2023-09-01
Display,0.0,2022-09-01
Display,0.0,2021-09-01
Email,0.0,2025-09-01
Email,268.0,2024-09-01
Email,554.0,2023-09-01
Email,1729.0,2022-09-01
Email,607.0,2021-09-01
SMS,0.0,2025-09-01
SMS,84.0,2024-09-01
SMS,79.0,2023-09-01
SMS,324.0,2022-09-01
SMS,514.0,2021-09-01
Organic Search,0.0,2025-09-01
Organic Search,535.0,2024-09-01
Organic Search,720.0,2023-09-01
Organic Search,813.0,2022-09-01
Organic Search,536.0,2021-09-01
Direct,0.0,2025-09-01
Direct,664.0,2024-09-01
Direct,788.0,2023-09-01
Direct,879.0,2022-09-01
Direct,283.0,2021-09-01
Unattributed,0.0,2025-09-01
Unattributed,118.0,2024-09-01
Unattributed,113.0,2023-09-01
Unattributed,314.0,2022-09-01
Unattributed,138.0,2021-09-01
Other,0.0,2025-09-01
Other,401.0,2024-09-01
Other,790.0,2023-09-01
Other,120.0,2022-09-01
Other,35.0,2021-09-01
Organic Social,0.0,2025-09-01
Organic Social,12.0,2024-09-01
Organic Social,72.0,2023-09-01
Organic Social,48.0,2022-09-01
Organic Social,42.0,2021-09-01
Paid Search,0.0,2025-10-01
Paid Search,1224.0,2024-10-01
Paid Search,908.0,2023-10-01
Paid Search,793.0,2022-10-01
Paid Search,593.0,2021-10-01
Paid Social,0.0,2025-10-01
Paid Social,372.0,2024-10-01
Paid Social,378.0,2023-10-01
Paid Social,103.0,2022-10-01
Paid Social,67.0,2021-10-01
Affiliate,0.0,2025-10-01
Affiliate,103.0,2024-10-01
Affiliate,91.0,2023-10-01
Affiliate,122.0,2022-10-01
Affiliate,339.0,2021-10-01
Display,0.0,2024-10-01
Display,5.0,2023-10-01
Display,0.0,2022-10-01
Display,0.0,2021-10-01
Email,0.0,2025-10-01
Email,284.0,2024-10-01
Email,345.0,2023-10-01
Email,724.0,2022-10-01
Email,455.0,2021-10-01
SMS,0.0,2025-10-01
SMS,60.0,2024-10-01
SMS,42.0,2023-10-01
SMS,72.0,2022-10-01
SMS,369.0,2021-10-01
Organic Search,0.0,2025-10-01
Organic Search,508.0,2024-10-01
Organic Search,505.0,2023-10-01
Organic Search,632.0,2022-10-01
Organic Search,472.0,2021-10-01
Direct,0.0,2025-10-01
Direct,523.0,2024-10-01
Direct,377.0,2023-10-01
Direct,422.0,2022-10-01
Direct,294.0,2021-10-01
Unattributed,0.0,2025-10-01
Unattributed,108.0,2024-10-01
Unattributed,136.0,2023-10-01
Unattributed,225.0,2022-10-01
Unattributed,117.0,2021-10-01
Other,0.0,2025-10-01
Other,363.0,2024-10-01
Other,397.0,2023-10-01
Other,102.0,2022-10-01
Other,19.0,2021-10-01
Organic Social,0.0,2025-10-01
Organic Social,16.0,2024-10-01
Organic Social,28.0,2023-10-01
Organic Social,32.0,2022-10-01
Organic Social,37.0,2021-10-01
Paid Search,0.0,2025-11-01
Paid Search,1969.0,2024-11-01
Paid Search,3334.0,2023-11-01
Paid Search,2686.0,2022-11-01
Paid Search,1516.0,2021-11-01
Paid Social,0.0,2025-11-01
Paid Social,1081.0,2024-11-01
Paid Social,1561.0,2023-11-01
Paid Social,1345.0,2022-11-01
Paid Social,1175.0,2021-11-01
Affiliate,0.0,2025-11-01
Affiliate,222.0,2024-11-01
Affiliate,355.0,2023-11-01
Affiliate,619.0,2022-11-01
Affiliate,1321.0,2021-11-01
Display,0.0,2024-11-01
Display,30.0,2023-11-01
Display,0.0,2022-11-01
Display,0.0,2021-11-01
Email,0.0,2025-11-01
Email,815.0,2024-11-01
Email,1407.0,2023-11-01
Email,3126.0,2022-11-01
Email,1852.0,2021-11-01
SMS,0.0,2025-11-01
SMS,184.0,2024-11-01
SMS,176.0,2023-11-01
SMS,795.0,2022-11-01
SMS,1820.0,2021-11-01
Organic Search,0.0,2025-11-01
Organic Search,954.0,2024-11-01
Organic Search,1062.0,2023-11-01
Organic Search,1546.0,2022-11-01
Organic Search,1433.0,2021-11-01
Direct,0.0,2025-11-01
Direct,1281.0,2024-11-01
Direct,1822.0,2023-11-01
Direct,2160.0,2022-11-01
Direct,1170.0,2021-11-01
Unattributed,0.0,2025-11-01
Unattributed,106.0,2024-11-01
Unattributed,202.0,2023-11-01
Unattributed,652.0,2022-11-01
Unattributed,357.0,2021-11-01
Other,0.0,2025-11-01
Other,586.0,2024-11-01
Other,1293.0,2023-11-01
Other,329.0,2022-11-01
Other,56.0,2021-11-01
Organic Social,0.0,2025-11-01
Organic Social,23.0,2024-11-01
Organic Social,81.0,2023-11-01
Organic Social,134.0,2022-11-01
Organic Social,90.0,2021-11-01
Paid Search,0.0,2025-12-01
Paid Search,2688.0,2024-12-01
Paid Search,2403.0,2023-12-01
Paid Search,1881.0,2022-12-01
Paid Search,1062.0,2021-12-01
Paid Social,0.0,2025-12-01
Paid Social,1457.0,2024-12-01
Paid Social,1132.0,2023-12-01
Paid Social,1053.0,2022-12-01
Paid Social,264.0,2021-12-01
Affiliate,0.0,2025-12-01
Affiliate,339.0,2024-12-01
Affiliate,255.0,2023-12-01
Affiliate,249.0,2022-12-01
Affiliate,581.0,2021-12-01
Display,0.0,2024-12-01
Display,40.0,2023-12-01
Display,0.0,2022-12-01
Display,0.0,2021-12-01
Email,0.0,2025-12-01
Email,985.0,2024-12-01
Email,635.0,2023-12-01
Email,1091.0,2022-12-01
Email,818.0,2021-12-01
SMS,0.0,2025-12-01
SMS,282.0,2024-12-01
SMS,150.0,2023-12-01
SMS,373.0,2022-12-01
SMS,677.0,2021-12-01
Organic Search,0.0,2025-12-01
Organic Search,1338.0,2024-12-01
Organic Search,819.0,2023-12-01
Organic Search,1092.0,2022-12-01
Organic Search,826.0,2021-12-01
Direct,0.0,2025-12-01
Direct,1966.0,2024-12-01
Direct,1349.0,2023-12-01
Direct,1301.0,2022-12-01
Direct,617.0,2021-12-01
Unattributed,0.0,2025-12-01
Unattributed,92.0,2024-12-01
Unattributed,168.0,2023-12-01
Unattributed,534.0,2022-12-01
Unattributed,300.0,2021-12-01
Other,0.0,2025-12-01
Other,937.0,2024-12-01
Other,928.0,2023-12-01
Other,183.0,2022-12-01
Other,46.0,2021-12-01
Organic Social,0.0,2025-12-01
Organic Social,34.0,2024-12-01
Organic Social,49.0,2023-12-01
Organic Social,115.0,2022-12-01
Organic Social,33.0,2021-12-01
