channel_name,value,date
Affiliate Media,17053,2023-05-01
Affiliate Media,131971,2022-05-01
Paid Search Agency,7501,2025-05-01
Paid Search Agency,5400,2024-05-01
Paid Search Agency,0,2023-05-01
Paid Search Agency,0,2022-05-01
Paid Social Agency,22418,2025-05-01
Paid Social Agency,22795,2024-05-01
Paid Social Agency,0,2023-05-01
Paid Social Agency,0,2022-05-01
Affiliate Agency,8978,2025-05-01
Affiliate Agency,8877,2024-05-01
Affiliate Agency,0,2023-05-01
Affiliate Agency,0,2022-05-01
Paid Search Media,0,2025-06-01
Paid Search Media,41935,2024-06-01
Paid Search Media,50097,2023-06-01
Paid Search Media,53238,2022-06-01
Paid Social Media,0,2025-06-01
Paid Social Media,85372,2024-06-01
Paid Social Media,56649,2023-06-01
Paid Social Media,6956,2022-06-01
Affiliate Media,0,2025-06-01
Affiliate Media,10084,2024-06-01
Affiliate Media,7937,2023-06-01
Affiliate Media,73522,2022-06-01
Paid Search Agency,0,2025-06-01
Paid Search Agency,6158,2024-06-01
Paid Search Agency,0,2023-06-01
Paid Search Agency,0,2022-06-01
Paid Social Agency,0,2025-06-01
Paid Social Agency,12537,2024-06-01
Paid Social Agency,0,2023-06-01
Paid Social Agency,0,2022-06-01
Affiliate Agency,0,2025-06-01
Affiliate Agency,5404,2024-06-01
Affiliate Agency,0,2023-06-01
Affiliate Agency,0,2022-06-01
Paid Search Media,0,2025-07-01
Paid Search Media,56408,2024-07-01
Paid Search Media,45673,2023-07-01
Paid Search Media,37916,2022-07-01
Paid Social Media,0,2025-07-01
Paid Social Media,97484,2024-07-01
Paid Social Media,59735,2023-07-01
Paid Social Media,6502,2022-07-01
Affiliate Media,0,2025-07-01
Affiliate Media,7636,2024-07-01
Affiliate Media,10977,2023-07-01
Affiliate Media,56788,2022-07-01
Paid Search Agency,0,2025-07-01
Paid Search Agency,7051,2024-07-01
Paid Search Agency,0,2023-07-01
Paid Search Agency,0,2022-07-01
Paid Social Agency,0,2025-07-01
Paid Social Agency,12185,2024-07-01
Paid Social Agency,0,2023-07-01
Paid Social Agency,0,2022-07-01
Affiliate Agency,0,2025-07-01
Affiliate Agency,6840,2024-07-01
Affiliate Agency,0,2023-07-01
Affiliate Agency,0,2022-07-01
Paid Search Media,0,2025-08-01
Paid Search Media,65506,2024-08-01
Paid Search Media,49727,2023-08-01
Paid Search Media,38685,2022-08-01
Paid Social Media,0,2025-08-01
Paid Social Media,112965,2024-08-01
Paid Social Media,62623,2023-08-01
Paid Social Media,9156,2022-08-01
Affiliate Media,0,2025-08-01
Affiliate Media,9567,2024-08-01
Affiliate Media,8953,2023-08-01
Affiliate Media,62939,2022-08-01
Paid Search Agency,0,2025-08-01
Paid Search Agency,6862,2024-08-01
Paid Search Agency,0,2023-08-01
Paid Search Agency,0,2022-08-01
Paid Social Agency,0,2025-08-01
Paid Social Agency,11833,2024-08-01
Paid Social Agency,0,2023-08-01
Paid Social Agency,0,2022-08-01
Affiliate Agency,0,2025-08-01
Affiliate Agency,5541,2024-08-01
Affiliate Agency,0,2023-08-01
Affiliate Agency,0,2022-08-01
Paid Search Media,0,2025-09-01
Paid Search Media,51646,2024-09-01
Paid Search Media,56553,2023-09-01
Paid Search Media,48322,2022-09-01
Paid Social Media,0,2025-09-01
Paid Social Media,134002,2024-09-01
Paid Social Media,95546,2023-09-01
Paid Social Media,14543,2022-09-01
Affiliate Media,0,2025-09-01
Affiliate Media,8319,2024-09-01
Affiliate Media,13148,2023-09-01
Affiliate Media,88066,2022-09-01
Paid Search Agency,0,2025-09-01
Paid Search Agency,5384,2024-09-01
Paid Search Agency,0,2023-09-01
Paid Search Agency,0,2022-09-01
Paid Social Agency,0,2025-09-01
Paid Social Agency,13971,2024-09-01
Paid Social Agency,0,2023-09-01
Paid Social Agency,0,2022-09-01
Affiliate Agency,0,2025-09-01
Affiliate Agency,10060,2024-09-01
Affiliate Agency,0,2023-09-01
Affiliate Agency,0,2022-09-01
Paid Search Media,0,2025-10-01
Paid Search Media,68150,2024-10-01
Paid Search Media,40265,2023-10-01
Paid Search Media,39373,2022-10-01
Paid Social Media,0,2025-10-01
Paid Social Media,130267,2024-10-01
Paid Social Media,113415,2023-10-01
Paid Social Media,8295,2022-10-01
Affiliate Media,0,2025-10-01
Affiliate Media,9534,2024-10-01
Affiliate Media,9912,2023-10-01
Affiliate Media,58283,2022-10-01
Paid Search Agency,0,2025-10-01
Paid Search Agency,6959,2024-10-01
Paid Search Agency,0,2023-10-01
Paid Search Agency,0,2022-10-01
Paid Social Agency,0,2025-10-01
Paid Social Agency,13303,2024-10-01
Paid Social Agency,0,2023-10-01
Paid Social Agency,0,2022-10-01
Affiliate Agency,0,2025-10-01
Affiliate Agency,5272,2024-10-01
Affiliate Agency,0,2023-10-01
Affiliate Agency,0,2022-10-01
Paid Search Media,0,2025-11-01
Paid Search Media,88112,2024-11-01
Paid Search Media,96006,2023-11-01
Paid Search Media,75545,2022-11-01
Paid Social Media,0,2025-11-01
Paid Social Media,209903,2024-11-01
Paid Social Media,215073,2023-11-01
Paid Social Media,26274,2022-11-01
Affiliate Media,0,2025-11-01
Affiliate Media,21890,2024-11-01
Affiliate Media,28760,2023-11-01
Affiliate Media,154123,2022-11-01
Paid Search Agency,0,2025-11-01
Paid Search Agency,8336,2024-11-01
Paid Search Agency,0,2023-11-01
Paid Search Agency,0,2022-11-01
Paid Social Agency,0,2025-11-01
Paid Social Agency,19859,2024-11-01
Paid Social Agency,0,2023-11-01
Paid Social Agency,0,2022-11-01
Affiliate Agency,0,2025-11-01
Affiliate Agency,9578,2024-11-01
Affiliate Agency,0,2023-11-01
Affiliate Agency,0,2022-11-01
Paid Search Media,0,2025-12-01
Paid Search Media,92682,2024-12-01
Paid Search Media,89836,2023-12-01
Paid Search Media,86958,2022-12-01
Paid Social Media,0,2025-12-01
Paid Social Media,267692,2024-12-01
Paid Social Media,166116,2023-12-01
Paid Social Media,12292,2022-12-01
Affiliate Media,0,2025-12-01
Affiliate Media,29879,2024-12-01
Affiliate Media,16372,2023-12-01
Affiliate Media,166031,2022-12-01
Paid Search Agency,0,2025-12-01
Paid Search Agency,8623,2024-12-01
Paid Search Agency,0,2023-12-01
Paid Search Agency,0,2022-12-01
Paid Social Agency,0,2025-12-01
Paid Social Agency,24904,2024-12-01
Paid Social Agency,0,2023-12-01
Paid Social Agency,0,2022-12-01
Affiliate Agency,0,2025-12-01
Affiliate Agency,4508,2024-12-01
Affiliate Agency,0,2023-12-01
Affiliate Agency,0,2022-12-01
